ubigeo,aai,co,ntl,no2,o3,pm25,sairtemp,sh,so2,sradiation,swindspeed,tmmn,tmmx,urban_area
010101,0.06405136666666666,0.03231968333333333,2.1782017,4.4983333333333334e-05,0.116912625,23.6679688245058,287.09763890833335,0.00998807499999999,1.53565309175e-4,220.88526491666667,3.6792874666666666,10.402088333333332,22.180854825,39.50349
010102,0.36181620833333333,0.03007623333333333,0.2968878,4.153333333333333e-5,0.116851625,23.3785715784345,284.90125989166665,0.00915875833333333,8.16e-5,218.01753873333337,3.940173575,8.161859141666667,19.873028591666667,0
010103,-6.602166666666668e-4,0.03337209166666666,0.4215064,4.495833333333333e-5,0.11630258333333332,22.4430830356161,288.86393569166665,0.01090115833333333,2.663083333333333e-4,223.35637868333333,3.166771008333334,10.103543275,23.18853675,0
010104,0.21789373333333337,0.03202935833333333,0.3481476,4.2741666666666664e-5,0.117069125,24.6293102461716,286.2803996083333,0.009907475,1.5836796438333333e-4,219.37205408333332,3.7793937916666662,9.482945275,21.361059025,0
010105,0.34338860833333334,0.03139008333333333,0.3073741,4.078333333333333e-5,0.116538725,22.6913792840366,285.26924525,0.00932721666666666,6.574158501666667e-5,217.71301344166667,3.91823365,8.9887046,20.637846116666665,0
010106,0.08180710833333334,0.03209684166666667,0.4904955,4.355833333333333e-5,0.11602970833333331,22.7888158120607,286.49945814166665,0.01008633333333333,2.4604166666666665e-4,224.29038976666664,3.2014700166666668,7.893096325,21.505828308333335,0
010107,0.326461375,0.0292269,0.304303,4.093333333333333e-5,0.11725864166666666,24.3452554967282,281.1391377416667,0.00783659166666666,9.700987551141668e-5,217.62616244166668,3.983119266666667,5.336403825,17.689016991666666,0
010108,0.04262471666666666,0.0329759,0.9837394,4.4733333333333334e-5,0.11693868333333332,23.1487179780618,288.0968265,0.0104801,2.0126666666666663e-4,218.5954572,3.8016272416666665,11.80790065,23.179895616666663,0
010109,0.28911585,0.03107377499999999,0.5028966,4.3425e-5,0.116512775,23.8659998703003,284.43704545833333,0.00891641666666666,9.269166666666668e-5,220.87375075,3.487035475,7.412270441666667,20.288974683333333,0
010110,0.38344259166666667,0.02914719999999999,0.3754203,4.2875e-5,0.116565375,23.805128177007,281.84143935,0.00798096666666666,1.7864933744166667e-4,225.47845515,3.308040175,4.822738491666667,18.642406716666667,0
010111,0.19160375,0.031520275,0.3593607,4.3033333333333334e-5,0.11672146666666666,22.7769231062669,286.22574806666665,0.009540925,1.7605e-4,222.27544599166663,3.5630986916666667,8.595578933333334,20.907545483333333,0
010112,0.20651984166666668,0.03113482499999999,0.3631357,4.4758333333333335e-5,0.11652119166666666,23.478899054571,285.79415290833333,0.00942753333333333,1.01425e-4,220.389861125,3.50574745,8.473447583333334,20.987731883333332,0
010113,0.28452143333333335,0.0311436,0.4937071,4.3066666666666665e-5,0.11648166666666666,23.8261537111722,283.67004095,0.00863270833333333,1.2440833333333333e-4,220.04747586666667,3.465378,7.104052733333333,20.180438908333333,0
010114,0.2831319583333333,0.031074075,0.3220996,4.133333333333333e-5,0.11683084166666668,24.7960714203971,284.37850985833336,0.00917009166666666,1.6015833333333333e-4,217.75138604166668,3.907017808333334,8.619967125,20.487801941666667,0
010115,0.36052918333333334,0.030930175,0.3554001,4.165e-5,0.11660045,25.2970587786506,285.43096668333334,0.00953566666666666,1.055e-4,220.29193188333332,3.5106551666666665,7.488674258333333,20.548315091666662,0
010116,0.3764185,0.02928977499999999,0.3029116,4.0725e-5,0.117152725,23.670454567129,282.6389655583333,0.00831015,8.885e-5,218.07228369166663,3.9531895,6.527618266666667,18.538633616666665,0
